App,Package,Start Time,Duration,Filename
"2048",com.tpcstld.twozerogame,"Feb 15, 2018 @ 06:06:22 PM","48 sec",""

Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU4 Frequency [kHz]",
24920,133000,24922,21,24928,77,24928,1228800,24929,1228800,24937,60,24938,1401600,24938,1401600,
25021,133000,25022,21,25023,35,25023,1228800,25023,1228800,25032,24,25033,1401600,25033,1401600,
25121,133000,25122,21,25123,24,25123,1228800,25124,1228800,25129,17,25129,1401600,25130,1401600,
25222,133000,25223,21,25224,14,25224,1228800,25225,1228800,25237,10,25239,1401600,25239,1401600,
25323,133000,25323,21,25324,42,25325,1228800,25325,1228800,25330,30,25330,1401600,25330,1401600,
25423,133000,25424,21,25425,34,25425,1228800,25425,1228800,25430,23,25430,1401600,25430,1401600,
25524,133000,25524,21,25525,27,25526,1228800,25526,1228800,25530,17,25531,1401600,25531,1401600,
25624,133000,25625,21,25627,26,25627,1228800,25628,1228800,25633,18,25633,1401600,25634,1401600,
25725,133000,25726,21,25727,35,25728,1228800,25728,1228800,25735,25,25735,1401600,25736,1401600,
25825,133000,25826,20,25827,28,25828,1228800,25828,1228800,25833,18,25833,1401600,25834,1401600,
25926,133000,25926,20,25927,25,25928,1228800,25928,1228800,25932,18,25933,1401600,25933,1401600,
26026,133000,26027,20,26028,18,26028,1228800,26029,1228800,26034,13,26035,1401600,26035,1401600,
26127,133000,26128,20,26129,40,26129,1228800,26130,1228800,26139,28,26139,1401600,26140,1401600,
26230,133000,26231,20,26232,39,26232,1228800,26233,1228800,26237,26,26237,1401600,26237,1401600,
26331,133000,26331,20,26332,24,26333,1228800,26333,1228800,26337,16,26338,1401600,26338,1401600,
26431,133000,26433,20,26434,35,26435,1228800,26435,1228800,26442,24,26443,1401600,26443,1401600,
26532,133000,26533,20,26534,43,26534,1228800,26534,1228800,26539,30,26539,1401600,26540,1401600,
26632,133000,26633,20,26634,20,26634,1228800,26634,1228800,26639,13,26639,1401600,26639,1401600,
26733,133000,26734,20,26736,34,26737,1228800,26737,1228800,26743,23,26743,1401600,26743,1401600,
26833,133000,26834,16,26835,57,26836,1228800,26836,1228800,26847,39,26847,1401600,26848,1401600,
26934,133000,26935,16,26936,73,26936,1228800,26937,1228800,26943,50,26943,1401600,26943,1401600,
27034,133000,27035,16,27036,21,27036,1228800,27036,1228800,27041,14,27042,1401600,27042,1401600,
27134,133000,27135,16,27136,23,27137,1228800,27137,1228800,27142,15,27142,1401600,27142,1401600,
27235,133000,27236,16,27237,19,27237,1228800,27238,1228800,27243,12,27243,1401600,27243,1401600,
27285,133000,27286,16,27287,30,27287,1228800,27287,1228800,27292,21,27293,1401600,27293,1401600,
27386,133000,27386,16,27387,19,27388,1228800,27388,1228800,27393,12,27393,1401600,27394,1401600,
27486,133000,27487,16,27488,15,27488,1228800,27488,1228800,27493,10,27493,1401600,27494,1401600,
27587,133000,27588,16,27590,17,27590,1228800,27591,1228800,27597,12,27598,1401600,27599,1401600,
27688,133000,27688,16,27690,15,27690,1228800,27690,1228800,27695,10,27696,1401600,27696,1401600,
27788,214000,27789,16,27791,10,27791,1228800,27792,1228800,27798,9,27798,1401600,27798,1401600,
27889,214000,27890,10,27892,31,27893,1228800,27893,1228800,27904,19,27904,1401600,27905,1401600,
27990,214000,27991,10,27992,22,27992,1228800,27993,1228800,27998,15,27998,1401600,27999,1401600,
28090,214000,28091,10,28092,19,28093,1228800,28093,1228800,28102,13,28102,1401600,28103,1401600,
28190,214000,28192,10,28194,27,28195,1228800,28196,1228800,28204,19,28204,1401600,28205,1401600,
28291,214000,28292,10,28293,33,28293,1228800,28293,1228800,28298,22,28299,1401600,28299,1401600,
28391,214000,28392,10,28393,21,28393,1228800,28394,1228800,28398,14,28399,1401600,28399,1401600,
28491,214000,28492,10,28493,17,28494,1228800,28494,1228800,28498,12,28499,1401600,28499,1401600,
28592,214000,28593,10,28595,16,28595,1228800,28596,1228800,28604,9,28604,1401600,28605,1401600,
28692,214000,28693,10,28695,14,28695,1228800,28696,1228800,28704,10,28704,1401600,28705,1401600,
28793,214000,28794,10,28796,16,28797,1228800,28797,1228800,28803,11,28804,1401600,28804,1401600,
28893,214000,28894,10,28895,13,28896,1228800,28896,1228800,28904,9,28905,1401600,28905,1401600,
28994,214000,28995,10,28996,28,28997,1228800,28997,1228800,29003,19,29004,1401600,29004,1401600,
29094,214000,29095,10,29096,40,29096,1228800,29097,1228800,29103,27,29104,1401600,29104,1401600,
29194,214000,29195,4,29196,82,29197,1228800,29197,1228800,29239,58,29240,1401600,29240,1401600,
29296,214000,29297,4,29305,100,29305,1228800,29311,1228800,29318,71,29319,1401600,29319,1401600,
29397,214000,29398,4,29400,95,29406,1228800,29406,1228800,29422,67,29423,1401600,29423,1401600,
29497,214000,29498,4,29501,100,29511,1228800,29511,1228800,29517,69,29518,1401600,29519,1401600,
29598,214000,29605,4,29607,89,29607,1228800,29608,1228800,29625,63,29626,1401600,29627,1401600,
29698,133000,29699,4,29700,100,29701,1228800,29701,1228800,29708,71,29709,1401600,29709,1401600,
29799,133000,29800,4,29801,74,29802,1228800,29802,1228800,29807,52,29807,1401600,29807,1401600,
29899,133000,29900,4,29901,39,29902,1228800,29902,1228800,29906,24,29907,1401600,29907,1401600,
29999,133000,30000,4,30001,35,30002,1228800,30003,1228800,30014,26,30015,1401600,30016,1401600,
30100,133000,30101,4,30102,34,30103,1228800,30103,1228800,30108,20,30108,1401600,30108,1401600,
30201,214000,30201,4,30202,17,30203,1228800,30203,1228800,30208,11,30208,1401600,30208,1401600,
30301,214000,30302,24,30303,16,30303,1228800,30304,1228800,30308,10,30308,1401600,30309,1401600,
30402,214000,30403,24,30404,18,30404,1228800,30404,1228800,30409,13,30410,1401600,30410,1401600,
30503,214000,30504,24,30510,54,30510,1228800,30511,1228800,30519,39,30519,1401600,30520,1401600,
30603,214000,30606,24,30608,75,30608,1190400,30609,1190400,30615,50,30616,1324800,30616,1324800,
30703,214000,30720,24,30722,74,30722,1190400,30722,1190400,30728,50,30729,1324800,30729,1324800,
30806,214000,30807,24,30808,59,30809,1190400,30809,1190400,30817,39,30817,1324800,30817,1324800,
30906,214000,30907,24,30909,75,30909,1190400,30910,1190400,30919,49,30920,1324800,30920,1324800,
31006,214000,31007,24,31008,29,31008,1190400,31009,1190400,31014,19,31014,1324800,31014,1324800,
31106,214000,31107,24,31108,12,31109,1190400,31109,1190400,31115,7,31115,1324800,31115,1324800,
31207,214000,31208,24,31210,13,31210,1190400,31211,1190400,31217,9,31218,1324800,31218,1324800,
31308,214000,31309,24,31310,21,31311,1190400,31311,1190400,31317,12,31318,1324800,31318,1324800,
31408,214000,31409,24,31410,17,31411,1190400,31411,1190400,31417,12,31417,1324800,31418,1324800,
31509,214000,31510,24,31512,15,31512,1190400,31513,1190400,31519,10,31519,1324800,31519,1324800,
31609,214000,31610,24,31613,19,31614,1190400,31614,1190400,31623,7,31624,1324800,31624,1324800,
31710,214000,31711,24,31713,17,31714,1190400,31715,1190400,31722,10,31723,1324800,31723,1324800,
31810,214000,31812,24,31814,17,31814,1190400,31815,1190400,31822,10,31822,1324800,31823,1324800,
31911,214000,31912,24,31913,19,31914,1190400,31915,1190400,31921,13,31922,1324800,31922,1324800,
32011,214000,32012,24,32014,17,32015,1190400,32015,1190400,32021,9,32022,1324800,32022,1324800,
32112,214000,32113,24,32114,17,32115,1190400,32115,1190400,32129,10,32130,1324800,32131,1324800,
32212,214000,32214,24,32216,56,32217,1190400,32217,1190400,32224,34,32225,1324800,32225,1324800,
32313,214000,32314,24,32316,21,32316,1190400,32317,1190400,32324,14,32325,1324800,32325,1324800,
32413,214000,32414,24,32415,28,32416,1190400,32416,1190400,32422,18,32423,1324800,32423,1324800,
32514,214000,32514,24,32516,23,32516,1190400,32517,1190400,32523,15,32524,1324800,32524,1324800,
32614,214000,32615,24,32616,32,32617,1190400,32617,1190400,32623,19,32623,1324800,32623,1324800,
32715,214000,32717,24,32719,12,32719,1190400,32720,1190400,32726,8,32727,1324800,32727,1324800,
32816,214000,32817,24,32819,18,32819,1190400,32820,1190400,32826,10,32826,1324800,32826,1324800,
32916,214000,32917,24,32919,11,32920,1190400,32920,1190400,32927,8,32928,1324800,32928,1324800,
33017,214000,33017,24,33019,10,33019,1190400,33020,1190400,33025,5,33026,1324800,33026,1324800,
33117,214000,33118,24,33120,10,33120,1190400,33120,1190400,33126,8,33127,1324800,33127,1324800,
33218,214000,33219,24,33221,21,33222,1190400,33223,1190400,33228,12,33229,1324800,33229,1324800,
33318,214000,33319,24,33321,17,33321,1190400,33322,1190400,33327,11,33328,1324800,33328,1324800,
33419,214000,33420,24,33422,15,33423,1190400,33423,1190400,33429,7,33429,1324800,33429,1324800,
33520,214000,33521,24,33522,7,33522,1190400,33523,1190400,33528,4,33529,1324800,33529,1324800,
33620,214000,33621,24,33622,10,33623,1190400,33623,1190400,33628,6,33629,1324800,33629,1324800,
33720,214000,33721,24,33723,10,33724,1190400,33724,1190400,33729,7,33730,1324800,33730,1324800,
33822,214000,33823,24,33825,12,33826,1190400,33826,1190400,33832,7,33833,1324800,33833,1324800,
33922,214000,33923,24,33925,12,33926,1190400,33926,1190400,33933,7,33934,1324800,33934,1324800,
34023,214000,34024,24,34026,12,34026,1190400,34027,1190400,34034,7,34034,1324800,34035,1324800,
34123,214000,34125,24,34127,15,34127,1190400,34128,1190400,34135,8,34135,1324800,34136,1324800,
34224,214000,34225,24,34227,23,34227,1190400,34227,1190400,34233,14,34234,1324800,34234,1324800,
34325,214000,34326,24,34327,28,34328,1190400,34328,1190400,34336,18,34337,1324800,34337,1324800,
34425,214000,34427,24,34428,21,34429,1190400,34429,1190400,34435,14,34436,1324800,34436,1324800,
34527,214000,34528,14,34530,24,34531,1190400,34531,1190400,34537,16,34538,1324800,34538,1324800,
34627,214000,34629,14,34631,25,34632,1190400,34632,1190400,34639,18,34640,1324800,34640,1324800,
34728,214000,34729,14,34731,22,34732,1190400,34732,1190400,34738,12,34739,1324800,34739,1324800,
34828,214000,34829,14,34831,20,34832,1190400,34832,1190400,34839,13,34839,1324800,34840,1324800,
34928,214000,34929,14,34931,8,34931,1190400,34932,1190400,34937,5,34938,1324800,34938,1324800,
35029,214000,35031,14,35033,17,35033,1190400,35034,1190400,35040,10,35040,1324800,35040,1324800,
35130,214000,35131,14,35133,10,35133,1190400,35134,1190400,35140,6,35140,1324800,35141,1324800,
35230,214000,35232,14,35233,21,35234,1190400,35234,1190400,35241,12,35242,1324800,35242,1324800,
35331,214000,35332,14,35333,17,35334,1190400,35334,1190400,35339,11,35340,1324800,35340,1324800,
35431,214000,35432,14,35434,10,35434,1190400,35435,1190400,35440,6,35441,1324800,35441,1324800,
35533,214000,35534,14,35536,22,35536,1190400,35537,1190400,35543,14,35544,1324800,35544,1324800,
35634,214000,35635,14,35636,15,35637,1190400,35637,1190400,35643,8,35644,1324800,35644,1324800,
35734,214000,35735,14,35737,12,35737,1190400,35738,1190400,35743,8,35744,1324800,35744,1324800,
35835,214000,35837,14,35840,10,35841,1190400,35842,1190400,35848,7,35849,1324800,35849,1324800,
35936,214000,35937,14,35938,5,35939,1190400,35939,1190400,35946,1,35946,1324800,35947,1324800,
36037,214000,36038,14,36039,8,36040,1190400,36040,1190400,36046,5,36047,1324800,36047,1324800,
36137,214000,36139,14,36141,15,36142,1190400,36143,1190400,36151,13,36152,1324800,36152,1324800,
36238,214000,36238,14,36239,75,36240,1190400,36240,1190400,36247,52,36247,1324800,36248,1324800,
36339,214000,36340,14,36341,88,36342,1190400,36342,1190400,36348,59,36348,1324800,36349,1324800,
36440,214000,36440,14,36442,28,36442,1190400,36443,1190400,36449,11,36449,1324800,36450,1324800,
36540,214000,36541,14,36542,15,36543,1190400,36543,1190400,36549,10,36550,1324800,36550,1324800,
36641,214000,36642,14,36643,20,36644,1190400,36644,1190400,36650,13,36650,1324800,36650,1324800,
36741,214000,36742,14,36744,13,36744,1190400,36745,1190400,36751,7,36751,1324800,36752,1324800,
36843,214000,36844,14,36847,12,36848,1190400,36848,1190400,36859,8,36860,1324800,36861,1324800,
36943,214000,36944,14,36946,27,36947,1190400,36947,1190400,36957,16,36958,1324800,36959,1324800,
37043,214000,37045,14,37047,37,37048,1190400,37048,1190400,37059,22,37060,1324800,37061,1324800,
37144,214000,37146,14,37147,29,37148,1190400,37148,1190400,37157,17,37157,1324800,37158,1324800,
37246,214000,37246,14,37247,59,37248,1190400,37248,1190400,37253,37,37254,1324800,37254,1324800,
37346,214000,37347,14,37348,23,37349,1190400,37349,1190400,37355,15,37355,1324800,37356,1324800,
37447,214000,37448,14,37450,8,37450,1190400,37450,1190400,37457,8,37457,1324800,37458,1324800,
37547,214000,37548,14,37550,19,37550,1190400,37551,1190400,37561,12,37562,1324800,37562,1324800,
37648,214000,37649,14,37651,16,37652,1190400,37652,1190400,37658,9,37658,1324800,37659,1324800,
37751,214000,37752,14,37754,40,37755,1190400,37755,1190400,37765,27,37766,1324800,37767,1324800,
37851,214000,37852,14,37853,34,37853,1190400,37854,1190400,37858,22,37859,1324800,37859,1324800,
37952,214000,37953,14,37954,25,37954,1190400,37954,1190400,37962,15,37962,1324800,37962,1324800,
38052,214000,38053,14,38054,21,38054,1190400,38054,1190400,38060,12,38060,1324800,38061,1324800,
38153,214000,38153,14,38155,20,38155,1190400,38156,1190400,38161,12,38162,1324800,38162,1324800,
38253,214000,38254,4,38255,19,38256,1190400,38256,1190400,38261,11,38261,1324800,38262,1324800,
38353,214000,38354,4,38356,21,38357,1190400,38357,1190400,38366,12,38366,1324800,38367,1324800,
38454,214000,38455,4,38456,35,38457,1190400,38457,1190400,38466,23,38467,1324800,38467,1324800,
38555,214000,38556,4,38558,38,38559,1190400,38559,1190400,38569,25,38569,1324800,38570,1324800,
38655,214000,38656,0,38657,69,38658,1190400,38658,1190400,38665,47,38665,1324800,38665,1324800,
38756,214000,38757,0,38758,72,38759,1190400,38759,1190400,38765,47,38766,1324800,38766,1324800,
38856,214000,38857,0,38859,47,38860,1190400,38860,1190400,38869,32,38869,1324800,38870,1324800,
38957,214000,38958,0,38959,41,38959,1190400,38959,1190400,38964,27,38964,1324800,38965,1324800,
39058,214000,39059,0,39061,7,39061,1190400,39062,1190400,39068,6,39068,1324800,39069,1324800,
39158,214000,39159,0,39160,10,39161,1190400,39161,1190400,39167,9,39167,1324800,39167,1324800,
39259,214000,39260,0,39262,21,39263,1190400,39263,1190400,39270,11,39271,1324800,39271,1324800,
39359,214000,39361,0,39363,26,39364,1190400,39364,1190400,39374,16,39375,1324800,39375,1324800,
39460,214000,39462,0,39465,27,39466,1190400,39466,1190400,39477,18,39477,1324800,39478,1324800,
39560,214000,39562,0,39564,26,39565,1190400,39565,1190400,39570,16,39571,1324800,39571,1324800,
39661,214000,39662,0,39664,13,39665,1190400,39665,1190400,39672,8,39672,1324800,39673,1324800,
39762,214000,39764,0,39767,14,39768,1190400,39768,1190400,39780,9,39781,1324800,39782,1324800,
39862,214000,39864,0,39866,24,39866,1190400,39867,1190400,39876,16,39877,1324800,39877,1324800,
39963,214000,39964,0,39965,35,39966,1190400,39967,1190400,39974,23,39975,1324800,39975,1324800,
40063,214000,40064,0,40065,43,40065,1190400,40066,1190400,40071,29,40072,1324800,40072,1324800,
40164,214000,40165,0,40166,46,40167,1190400,40167,1190400,40173,29,40173,1324800,40174,1324800,
40264,214000,40266,0,40267,20,40268,1190400,40268,1190400,40275,12,40275,1324800,40275,1324800,
40365,214000,40366,0,40367,10,40368,1190400,40368,1190400,40374,6,40375,1324800,40375,1324800,
40466,214000,40467,0,40469,19,40470,1190400,40471,1190400,40476,14,40477,1324800,40477,1324800,
40566,214000,40567,5,40569,8,40569,1190400,40570,1190400,40575,3,40576,1324800,40576,1324800,
40667,214000,40667,0,40669,15,40669,1190400,40669,1190400,40674,10,40675,1324800,40675,1324800,
40767,214000,40768,0,40770,15,40770,1190400,40771,1190400,40776,10,40777,1324800,40777,1324800,
40868,214000,40869,0,40870,8,40871,1190400,40871,1190400,40876,4,40877,1324800,40877,1324800,
40969,214000,40970,0,40972,13,40972,1190400,40973,1190400,40978,9,40979,1324800,40979,1324800,
41070,214000,41070,0,41072,19,41073,1190400,41073,1190400,41079,10,41080,1324800,41080,1324800,
41170,214000,41171,0,41173,20,41173,1190400,41174,1190400,41184,13,41184,1324800,41185,1324800,
41271,214000,41272,0,41274,26,41275,1190400,41275,1190400,41282,16,41283,1324800,41283,1324800,
41372,214000,41373,0,41374,15,41374,1190400,41375,1190400,41381,9,41381,1324800,41382,1324800,
41472,214000,41473,0,41476,13,41476,1190400,41477,1190400,41487,7,41488,1324800,41489,1324800,
41573,214000,41574,0,41576,13,41577,1190400,41577,1190400,41587,9,41588,1324800,41588,1324800,
41673,214000,41674,0,41676,8,41676,1190400,41676,1190400,41683,5,41684,1324800,41685,1324800,
41774,214000,41775,0,41776,21,41777,1190400,41777,1190400,41784,13,41784,1324800,41785,1324800,
41874,214000,41876,0,41877,14,41878,1190400,41878,1190400,41884,9,41885,1324800,41885,1324800,
41975,214000,41976,0,41977,7,41978,1190400,41978,1190400,41985,4,41986,1324800,41986,1324800,
42076,214000,42077,0,42078,10,42079,1190400,42079,1190400,42086,6,42086,1324800,42087,1324800,
42176,214000,42178,0,42180,8,42181,1190400,42182,1190400,42188,8,42189,1324800,42189,1324800,
42277,214000,42278,0,42280,47,42280,1190400,42281,1190400,42287,29,42287,1324800,42288,1324800,
42378,214000,42379,0,42381,7,42381,1190400,42382,1190400,42388,5,42389,1324800,42389,1324800,
42478,214000,42480,0,42482,8,42482,1190400,42483,1190400,42489,8,42489,1324800,42489,1324800,
42579,214000,42580,0,42581,14,42582,1190400,42582,1190400,42588,6,42588,1324800,42589,1324800,
42680,214000,42681,0,42683,17,42683,1190400,42683,1190400,42690,9,42690,1324800,42691,1324800,
42780,214000,42782,0,42783,10,42784,1190400,42784,1190400,42790,6,42790,1324800,42791,1324800,
42881,214000,42882,0,42883,7,42884,1190400,42884,1190400,42890,4,42890,1324800,42891,1324800,
42982,214000,42983,0,42985,12,42985,1190400,42986,1190400,42992,8,42992,1324800,42993,1324800,
43083,214000,43084,0,43085,10,43086,1190400,43086,1190400,43093,7,43094,1324800,43094,1324800,
43183,214000,43185,0,43186,17,43187,1190400,43187,1190400,43197,9,43198,1324800,43198,1324800,
43284,214000,43285,0,43287,17,43287,1190400,43288,1190400,43299,11,43300,1324800,43301,1324800,
43384,214000,43385,0,43387,45,43387,1190400,43388,1190400,43394,29,43394,1324800,43395,1324800,
43485,214000,43486,0,43487,25,43488,1190400,43488,1190400,43495,17,43495,1324800,43495,1324800,
43586,214000,43587,0,43588,16,43589,1190400,43589,1190400,43595,10,43596,1324800,43596,1324800,
43687,214000,43688,0,43689,19,43690,1190400,43690,1190400,43697,15,43697,1324800,43697,1324800,
43787,214000,43788,0,43790,17,43791,1190400,43791,1190400,43798,8,43799,1324800,43799,1324800,
43887,214000,43889,0,43890,13,43891,1190400,43891,1190400,43898,9,43899,1324800,43899,1324800,
43988,214000,43989,0,43990,23,43991,1190400,43992,1190400,43998,14,43999,1324800,43999,1324800,
44089,214000,44090,0,44091,10,44092,1190400,44092,1190400,44098,5,44098,1324800,44098,1324800,
44139,214000,44141,0,44144,25,44145,1190400,44145,1190400,44153,15,44154,1324800,44154,1324800,
44240,214000,44241,0,44243,29,44244,1190400,44245,1190400,44252,18,44252,1324800,44253,1324800,
44340,214000,44342,5,44344,37,44344,1190400,44345,1190400,44352,24,44353,1324800,44353,1324800,
44440,214000,44442,0,44447,32,44448,1190400,44448,1190400,44456,21,44457,1324800,44457,1324800,
44541,214000,44544,0,44548,22,44548,1190400,44549,1190400,44559,14,44559,1324800,44560,1324800,
44641,214000,44643,0,44644,23,44645,1190400,44645,1190400,44656,16,44657,1324800,44657,1324800,
44742,214000,44743,0,44745,32,44745,1190400,44746,1190400,44753,21,44754,1324800,44754,1324800,
44843,214000,44845,0,44847,31,44848,1190400,44849,1190400,44856,20,44857,1324800,44857,1324800,
44943,214000,44943,0,44945,13,44945,1190400,44946,1190400,44951,8,44952,1324800,44952,1324800,
45043,214000,45045,0,45047,17,45048,1190400,45049,1190400,45055,11,45055,1324800,45055,1324800,
45144,214000,45145,0,45147,5,45148,1190400,45149,1190400,45159,4,45160,1324800,45160,1324800,
45244,214000,45246,0,45248,25,45249,1190400,45249,1190400,45262,15,45263,1324800,45264,1324800,
45345,214000,45346,0,45348,16,45348,1190400,45349,1190400,45355,10,45356,1324800,45356,1324800,
45446,214000,45447,0,45448,13,45449,1190400,45449,1190400,45455,7,45455,1324800,45456,1324800,
45546,214000,45548,0,45549,15,45550,1190400,45550,1190400,45556,10,45556,1324800,45557,1324800,
45647,214000,45649,0,45650,5,45651,1190400,45651,1190400,45657,3,45657,1324800,45658,1324800,
45748,214000,45749,0,45750,15,45751,1190400,45751,1190400,45757,13,45758,1324800,45758,1324800,
45848,214000,45850,0,45852,15,45852,1190400,45853,1190400,45858,8,45859,1324800,45859,1324800,
45949,214000,45950,0,45951,10,45952,1190400,45953,1190400,45959,7,45959,1324800,45960,1324800,
46049,214000,46050,0,46052,22,46053,1190400,46053,1190400,46059,11,46060,1324800,46060,1324800,
46149,214000,46151,0,46153,16,46154,1190400,46155,1190400,46162,11,46162,1324800,46163,1324800,
46250,214000,46252,0,46255,15,46256,1190400,46256,1190400,46262,10,46263,1324800,46263,1324800,
46350,214000,46351,0,46353,18,46354,1190400,46354,1190400,46361,13,46362,1324800,46362,1324800,
46451,214000,46453,0,46455,17,46456,1190400,46456,1190400,46461,11,46462,1324800,46462,1324800,
46552,214000,46553,0,46555,21,46555,1190400,46555,1190400,46562,15,46562,1324800,46563,1324800,
46652,214000,46653,0,46655,10,46656,1190400,46656,1190400,46663,5,46663,1324800,46664,1324800,
46753,214000,46754,0,46755,13,46756,1190400,46756,1190400,46762,8,46762,1324800,46763,1324800,
46853,214000,46854,0,46855,8,46856,1190400,46856,1190400,46862,4,46862,1324800,46862,1324800,
46954,214000,46956,0,46958,14,46959,1190400,46960,1190400,46968,9,46969,1324800,46970,1324800,
47054,214000,47055,0,47057,10,47057,1190400,47057,1190400,47063,7,47063,1324800,47064,1324800,
47155,214000,47157,0,47159,16,47159,1190400,47160,1190400,47170,12,47171,1324800,47171,1324800,
47255,214000,47257,0,47260,41,47260,1190400,47261,1190400,47271,24,47271,1324800,47272,1324800,
47356,214000,47358,0,47360,38,47361,1190400,47362,1190400,47372,22,47373,1324800,47374,1324800,
47456,214000,47457,0,47458,47,47459,1190400,47459,1190400,47464,29,47465,1324800,47465,1324800,
47557,214000,47558,0,47560,7,47560,1190400,47561,1190400,47566,6,47566,1324800,47567,1324800,
47658,214000,47659,0,47661,2,47662,1190400,47662,1190400,47668,3,47668,1324800,47669,1324800,
47759,214000,47760,0,47761,12,47762,1190400,47762,1190400,47769,7,47769,1324800,47770,1324800,
47859,214000,47860,0,47862,39,47863,1190400,47864,1190400,47874,23,47874,1324800,47875,1324800,
47959,214000,47960,0,47961,30,47962,1190400,47962,1190400,47967,23,47967,1324800,47967,1324800,
,,,,,,,,,,,,,,,,

System Statistics:
Sensor Id,Name,Type,Average
400,"GPU Frequency",GPU Frequency [KHz],177135.69937369518
401,"GPU Load",GPU Load [%],12.713987473903966
600,"CPU Load",CPU Load [%],38.15240083507307
601,"CPU Load (Normalized)",CPU Load [%],28.1356993736952
1000,"CPU1 Frequency",CPU Frequency [kHz],1307524.0083507306
1001,"CPU2 Frequency",CPU Frequency [kHz],1307524.0083507306
1002,"CPU3 Frequency",CPU Frequency [kHz],1457716.9102296452
1003,"CPU4 Frequency",CPU Frequency [kHz],1457716.9102296452


