App,Package,Start Time,Duration,Filename
"Airbnb",com.airbnb.android,"Feb 22, 2018 @ 04:57:04 PM","1 min 20 sec",""

Time  [ms],"GPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"Wi-Fi State",Time  [ms],"Screen State",
47630,0,47633,3399028,47651,6,47536,3,47653,1,
47730,0,47734,3399028,47756,6,47652,3,47756,1,
47831,0,47835,3398888,47857,6,47756,3,47858,1,
47933,0,47936,3399012,47958,9,47858,3,47958,1,
48034,0,48037,3399136,48054,6,47958,3,48054,1,
48135,0,48138,3399508,48154,5,48054,3,48154,1,
48237,0,48240,3399136,48267,5,48154,3,48268,1,
48339,0,48342,3399260,48361,8,48268,3,48362,1,
48440,0,48445,3399228,48473,4,48361,3,48474,1,
48541,0,48544,3399228,48569,9,48474,3,48569,1,
48643,0,48646,3395756,48663,8,48569,3,48663,1,
48746,0,48749,3396128,48768,4,48663,3,48769,1,
48846,0,48850,3396128,48870,7,48769,3,48871,1,
48946,0,48948,3396004,48957,12,48871,3,48957,1,
49048,0,49051,3396128,49070,7,48957,3,49071,1,
49150,0,49153,3396128,49173,7,49071,3,49173,1,
49252,0,49255,3396688,49277,7,49173,3,49277,1,
49352,0,49356,3396688,49379,8,49277,3,49380,1,
49453,0,49457,3396936,49481,10,49380,3,49482,1,
49555,0,49558,3396936,49575,10,49482,3,49575,1,
49655,0,49658,3397308,49680,8,49575,3,49680,1,
49756,0,49760,3397556,49781,5,49680,3,49781,1,
49858,0,49861,3397772,49879,4,49781,3,49879,1,
49961,0,49965,3397896,49984,8,49879,3,49985,1,
50063,0,50066,3398268,50093,4,49985,3,50093,1,
50164,0,50168,3398268,50194,8,50093,3,50194,1,
50265,0,50270,3398408,50298,5,50194,3,50298,1,
50366,0,50369,3398656,50394,7,50298,3,50394,1,
50468,0,50471,3398624,50499,6,50394,3,50499,1,
50568,0,50569,3399104,50585,31,50499,3,50585,1,
50670,0,50673,3399976,50693,20,50585,3,50694,1,
50771,0,50778,3399696,50796,7,50694,3,50796,1,
50872,0,50875,3400036,50894,9,50796,3,50894,1,
50974,0,50978,3400360,51000,9,50894,3,51000,1,
51023,0,51026,3400732,51044,18,51000,3,51045,1,
51173,0,51174,3401044,51178,44,51044,3,51178,1,
51224,0,51225,3404640,51238,63,51178,3,51238,1,
51324,0,51325,3407396,51337,65,51238,3,51338,1,
51425,0,51426,3422852,51431,48,51338,3,51431,1,
51525,0,51526,3434616,51536,53,51431,3,51536,1,
51625,0,51627,3439096,51634,39,51536,3,51634,1,
51726,0,51726,3450132,51732,53,51634,3,51733,1,
51827,0,51828,3452456,51834,52,51733,3,51834,1,
51927,0,51928,3453444,51938,53,51834,3,51938,1,
52027,0,52029,3452188,52038,17,51938,3,52038,1,
52129,0,52132,3452436,52150,23,52038,3,52150,1,
52229,0,52230,3452792,52243,15,52150,3,52243,1,
52332,0,52336,3452792,52354,2,52243,3,52355,1,
52434,0,52439,3452980,52464,4,52355,3,52465,1,
52535,0,52538,3453104,52555,5,52465,3,52556,1,
52636,0,52640,3453104,52657,4,52556,3,52658,1,
52735,0,52738,3453104,52754,8,52658,3,52755,1,
52838,0,52843,3453104,52874,4,52754,3,52875,1,
52939,0,52945,3453228,52970,7,52874,3,52971,1,
53041,0,53044,3453228,53066,3,52971,3,53066,1,
53143,0,53145,3453740,53155,17,53066,3,53155,1,
53244,0,53246,3452732,53259,28,53155,3,53259,1,
53346,6,53349,3451956,53373,19,53259,3,53374,1,
53445,6,53446,3452452,53451,22,53374,3,53451,1,
53547,0,53548,3452516,53555,10,53451,3,53555,1,
53649,0,53652,3452668,53672,7,53555,3,53673,1,
53752,0,53761,3452668,53785,6,53672,3,53785,1,
53852,0,53855,3453164,53869,11,53785,3,53870,1,
53955,0,53958,3453148,53974,9,53870,3,53975,1,
54058,0,54061,3453148,54080,6,53975,3,54081,1,
54159,0,54163,3452500,54181,5,54081,3,54182,1,
54259,0,54261,3453476,54271,14,54182,3,54271,1,
54359,0,54361,3453212,54378,27,54271,3,54378,1,
54460,0,54461,3453692,54466,50,54378,3,54467,1,
54561,0,54562,3451708,54569,20,54467,3,54569,1,
54661,0,54663,3451832,54670,11,54569,3,54670,1,
54764,0,54767,3451832,54778,13,54670,3,54779,1,
54865,0,54868,3451956,54887,6,54779,3,54888,1,
54966,0,54969,3451924,54988,7,54888,3,54988,1,
55067,0,55069,3451924,55077,9,54988,3,55078,1,
55167,0,55169,3452048,55176,22,55078,3,55176,1,
55270,0,55273,3451676,55291,12,55176,3,55293,1,
55373,0,55376,3451924,55392,7,55292,3,55393,1,
55478,0,55481,3451784,55499,7,55393,3,55500,1,
55577,0,55579,3451784,55597,6,55499,3,55598,1,
55676,0,55677,3449832,55684,33,55597,3,55685,1,
55778,0,55780,3449772,55794,14,55685,3,55795,1,
55880,0,55883,3449864,55904,15,55795,3,55905,1,
55982,0,55985,3450204,56003,10,55905,3,56004,1,
56083,0,56088,3450204,56104,4,56004,3,56104,1,
56185,0,56189,3450204,56198,9,56104,3,56198,1,
56284,8,56285,3449832,56293,26,56198,3,56293,1,
56386,8,56389,3449832,56406,13,56293,3,56407,1,
56488,8,56490,3449800,56499,12,56407,3,56499,1,
56587,8,56589,3446080,56601,22,56499,3,56601,1,
56687,8,56689,3446236,56697,17,56601,3,56697,1,
56788,8,56790,3445988,56796,17,56697,3,56797,1,
56890,8,56893,3446360,56919,10,56797,3,56919,1,
56992,8,56995,3446484,57013,14,56919,3,57014,1,
57094,8,57098,3446700,57115,5,57014,3,57116,1,
57194,8,57197,3446948,57215,7,57116,3,57216,1,
57295,8,57298,3447072,57315,9,57216,3,57316,1,
57396,8,57399,3447152,57416,5,57316,3,57416,1,
57497,8,57501,3447524,57520,9,57416,3,57521,1,
57598,8,57601,3447648,57616,9,57521,3,57617,1,
57699,8,57701,3447648,57711,15,57616,3,57711,1,
57799,8,57800,3448020,57807,14,57711,3,57807,1,
57901,8,57905,3447772,57921,5,57807,3,57921,1,
58002,8,58005,3447880,58025,9,57921,3,58026,1,
58103,8,58107,3448128,58128,5,58025,3,58129,1,
58204,8,58207,3448376,58228,7,58129,3,58229,1,
58305,8,58308,3448128,58328,5,58228,3,58329,1,
58407,8,58410,3448500,58430,6,58329,3,58431,1,
58507,8,58508,3448500,58518,9,58431,3,58518,1,
58613,8,58615,3449088,58621,6,58518,3,58622,1,
58716,8,58719,3448964,58735,11,58622,3,58735,1,
58815,8,58816,3448200,58827,13,58735,3,58827,1,
58918,8,58921,3448416,58939,10,58827,3,58940,1,
59018,8,59020,3448540,59030,9,58940,3,59031,1,
59120,8,59124,3449000,59144,6,59031,3,59144,1,
59221,8,59224,3449124,59244,4,59144,3,59245,1,
59321,8,59322,3454052,59329,18,59245,3,59329,1,
59422,8,59424,3452812,59433,17,59329,3,59434,1,
59524,0,59527,3453060,59547,8,59434,3,59548,1,
59625,0,59627,3453432,59655,10,59548,3,59655,1,
59725,0,59727,3451820,59741,23,59655,3,59742,1,
59826,0,59827,3452192,59834,10,59742,3,59835,1,
59931,0,59935,3451696,59954,6,59835,3,59955,1,
60029,0,60031,3451572,60041,16,59954,3,60041,1,
60130,0,60131,3451540,60141,58,60041,3,60141,1,
60234,0,60238,3451540,60255,19,60141,3,60255,1,
60335,0,60338,3452020,60354,9,60255,3,60355,1,
60436,0,60439,3451864,60456,7,60355,3,60456,1,
60487,0,60490,3451988,60508,7,60456,3,60509,1,
60588,0,60590,3451988,60611,4,60509,3,60612,1,
60689,0,60693,3452044,60712,10,60612,3,60713,1,
60790,0,60794,3452292,60814,8,60713,3,60814,1,
60893,0,60897,3452292,60921,6,60814,3,60921,1,
60991,0,60992,3452416,61005,26,60921,3,61005,1,
61094,0,61097,3452540,61115,7,61005,3,61115,1,
61194,0,61197,3452664,61214,7,61115,3,61215,1,
61297,0,61300,3452664,61321,7,61215,3,61322,1,
61397,0,61398,3452340,61411,27,61322,3,61411,1,
61496,0,61497,3452664,61501,45,61411,3,61501,1,
61598,0,61599,3452632,61612,24,61501,3,61612,1,
61700,6,61706,3453624,61715,31,61612,3,61716,1,
61803,6,61807,3453160,61825,16,61715,3,61826,1,
61905,6,61908,3453160,61930,7,61825,3,61930,1,
62004,0,62005,3453284,62012,26,61930,3,62013,1,
62107,0,62110,3453284,62130,1,62013,3,62131,1,
62209,0,62212,3453408,62230,6,62130,3,62230,1,
62307,0,62308,3453084,62316,18,62230,3,62316,1,
62410,0,62412,3453332,62426,16,62316,3,62426,1,
62515,0,62518,3453052,62541,9,62426,3,62542,1,
62617,0,62620,3453424,62635,11,62542,3,62635,1,
62718,0,62721,3453392,62739,10,62635,3,62740,1,
62817,0,62819,3453144,62827,8,62740,3,62827,1,
62919,0,62921,3452896,62927,25,62827,3,62928,1,
63021,0,63025,3453004,63044,11,62928,3,63045,1,
63123,0,63128,3453252,63147,8,63045,3,63148,1,
63222,0,63223,3453112,63230,12,63147,3,63230,1,
63327,0,63330,3453112,63339,10,63230,3,63339,1,
63426,0,63428,3452708,63438,28,63339,3,63438,1,
63529,0,63532,3453172,63551,13,63438,3,63552,1,
63630,0,63633,3453404,63652,13,63552,3,63653,1,
63730,0,63733,3453404,63749,7,63653,3,63750,1,
63833,0,63835,3451296,63842,14,63750,3,63842,1,
63934,0,63936,3451204,63948,10,63842,3,63949,1,
64035,0,64038,3451756,64055,10,63949,3,64055,1,
64136,0,64138,3451864,64144,8,64055,3,64144,1,
64237,0,64238,3451616,64245,16,64144,3,64245,1,
64339,0,64342,3451616,64361,8,64245,3,64362,1,
64440,0,64443,3451740,64456,10,64361,3,64457,1,
64541,0,64542,3451616,64550,19,64457,3,64550,1,
64642,0,64643,3451724,64655,20,64550,3,64656,1,
64743,0,64745,3447632,64755,12,64656,3,64756,1,
64846,0,64849,3447880,64869,8,64756,3,64869,1,
64945,0,64946,3447740,64952,8,64869,3,64953,1,
65047,0,65049,3447864,65066,16,64953,3,65067,1,
65147,0,65149,3448112,65158,15,65066,3,65158,1,
65249,0,65253,3448608,65273,8,65158,3,65273,1,
65353,0,65358,3448856,65375,5,65273,3,65375,1,
65456,0,65460,3449228,65475,5,65375,3,65476,1,
65554,0,65560,3448944,65568,10,65476,3,65569,1,
65653,0,65655,3448820,65662,26,65568,3,65662,1,
65755,0,65758,3449812,65775,11,65662,3,65775,1,
65856,0,65859,3450184,65876,9,65775,3,65876,1,
65957,0,65960,3450292,65978,8,65876,3,65979,1,
66060,0,66064,3450384,66084,7,65979,3,66084,1,
66160,0,66167,3450632,66189,5,66084,3,66190,1,
66260,6,66264,3451128,66286,7,66190,3,66287,1,
66360,6,66361,3451004,66369,12,66286,3,66369,1,
66462,6,66465,3450864,66484,16,66369,3,66484,1,
66564,6,66567,3450988,66588,7,66484,3,66589,1,
66665,6,66668,3451096,66687,12,66589,3,66688,1,
66767,6,66773,3451220,66792,4,66687,3,66793,1,
66866,6,66868,3451592,66880,10,66793,3,66880,1,
66966,6,66968,3452072,66975,25,66880,3,66976,1,
67069,6,67073,3452072,67089,11,66975,3,67089,1,
67171,6,67174,3451888,67194,7,67089,3,67194,1,
67274,6,67278,3452260,67295,4,67194,3,67296,1,
67375,6,67380,3452244,67396,6,67295,3,67397,1,
67475,6,67479,3452616,67497,6,67396,3,67497,1,
67577,6,67580,3452616,67595,6,67497,3,67595,1,
67683,6,67686,3452972,67707,9,67595,3,67708,1,
67785,6,67789,3452972,67815,7,67707,3,67816,1,
67888,6,67891,3450740,67901,17,67815,3,67903,1,
67987,6,67990,3450972,68008,10,67903,3,68009,1,
68089,6,68092,3451096,68109,10,68009,3,68110,1,
68190,6,68194,3451080,68211,6,68110,3,68213,1,
68290,0,68292,3451560,68304,6,68212,3,68304,1,
68393,0,68396,3451668,68414,6,68304,3,68415,1,
68494,0,68498,3451420,68518,7,68415,3,68518,1,
68595,0,68598,3451544,68614,7,68518,3,68615,1,
68696,0,68700,3451528,68715,7,68615,3,68716,1,
68797,0,68803,3451616,68825,8,68716,3,68826,1,
68899,0,68903,3451740,68929,7,68826,3,68930,1,
69000,0,69003,3451708,69017,13,68930,3,69018,1,
69051,0,69054,3451708,69074,10,69018,3,69074,1,
69151,0,69153,3451584,69165,21,69074,3,69166,1,
69253,0,69257,3451584,69279,10,69165,3,69280,1,
69353,0,69356,3451924,69375,14,69280,3,69375,1,
69455,0,69459,3452172,69476,7,69375,3,69477,1,
69557,0,69560,3452404,69577,9,69476,3,69577,1,
69658,0,69660,3452404,69680,6,69577,3,69681,1,
69759,0,69763,3452404,69795,7,69681,3,69796,1,
69861,0,69866,3452420,69886,9,69796,3,69886,1,
69961,0,69965,3452420,69985,10,69886,3,69986,1,
70063,0,70066,3452420,70086,7,69986,3,70086,1,
70162,0,70163,3452048,70171,27,70086,3,70171,1,
70264,0,70268,3452032,70288,12,70171,3,70289,1,
70366,0,70369,3451996,70388,8,70289,3,70389,1,
70467,0,70470,3452228,70490,7,70389,3,70491,1,
70569,0,70572,3452352,70593,8,70491,3,70593,1,
70670,0,70675,3452352,70695,4,70593,3,70695,1,
70777,0,70781,3452708,70797,8,70695,3,70797,1,
70872,0,70875,3452708,70893,5,70797,3,70894,1,
70975,0,70979,3452708,70996,9,70894,3,70997,1,
71073,0,71074,3452316,71080,37,70997,3,71081,1,
71173,0,71173,3451160,71178,54,71081,3,71178,1,
71274,0,71275,3451836,71282,67,71178,3,71283,1,
71375,0,71376,3452152,71382,33,71283,3,71382,1,
71477,0,71480,3452524,71497,13,71382,3,71497,1,
71577,0,71580,3452772,71594,28,71497,3,71594,1,
71684,0,71685,3452956,71690,26,71594,3,71690,1,
71785,0,71786,3453420,71795,29,71690,3,71795,1,
71887,0,71890,3453500,71915,27,71795,3,71916,1,
71989,6,71992,3452260,72010,29,71916,3,72011,1,
72091,6,72095,3452012,72113,6,72011,3,72114,1,
72193,0,72197,3451940,72217,5,72114,3,72217,1,
72294,0,72297,3452064,72315,6,72217,3,72316,1,
72395,0,72398,3452028,72415,4,72316,3,72415,1,
72497,0,72500,3452400,72516,4,72415,3,72516,1,
72598,0,72604,3452400,72623,5,72516,3,72624,1,
72697,0,72699,3452896,72719,11,72624,3,72719,1,
72799,0,72801,3452500,72817,21,72719,3,72817,1,
72904,0,72907,3448268,72937,9,72817,3,72938,1,
73003,0,73006,3448392,73025,17,72938,3,73026,1,
73107,0,73113,3448392,73133,5,73026,3,73134,1,
73208,0,73211,3448516,73234,6,73134,3,73234,1,
73310,0,73315,3448720,73333,7,73234,3,73333,1,
73410,0,73414,3448968,73434,7,73333,3,73434,1,
73512,0,73515,3449340,73534,5,73434,3,73534,1,
73617,0,73621,3449464,73636,6,73534,3,73637,1,
73715,0,73719,3449712,73736,6,73637,3,73736,1,
73815,0,73818,3450052,73835,11,73736,3,73836,1,
73917,0,73920,3450036,73947,8,73835,3,73947,1,
74017,0,74018,3450068,74025,22,73947,3,74025,1,
74120,0,74124,3450052,74143,5,74025,3,74144,1,
74221,0,74225,3450300,74246,7,74144,3,74246,1,
74321,0,74326,3450796,74346,7,74246,3,74347,1,
74422,0,74426,3451168,74451,6,74347,3,74452,1,
74523,0,74527,3451292,74547,8,74452,3,74548,1,
74625,0,74628,3451524,74649,6,74548,3,74650,1,
74726,0,74729,3451524,74753,5,74649,3,74754,1,
74830,0,74837,3451524,74857,9,74754,3,74858,1,
74929,0,74933,3451696,74956,6,74857,3,74956,1,
75030,0,75035,3452192,75054,10,74956,3,75054,1,
75132,0,75136,3452252,75154,5,75054,3,75155,1,
75234,0,75238,3452624,75256,6,75154,3,75256,1,
75335,0,75338,3452748,75355,6,75256,3,75355,1,
75435,0,75439,3452856,75455,8,75355,3,75455,1,
75537,0,75542,3452864,75558,6,75455,3,75558,1,
75638,0,75641,3453080,75656,6,75558,3,75656,1,
75740,0,75744,3452956,75761,6,75656,3,75762,1,
75841,0,75846,3453692,75862,8,75762,3,75862,1,
75945,0,75950,3453676,75973,8,75862,3,75974,1,
76049,0,76049,3451816,76054,16,75974,3,76055,1,
76142,0,76143,3452116,76150,21,76055,3,76150,1,
76242,0,76243,3451744,76248,26,76150,3,76249,1,
76345,0,76348,3451744,76372,13,76248,3,76373,1,
76445,0,76448,3452072,76465,8,76373,3,76466,1,
76547,0,76549,3452444,76567,7,76466,3,76568,1,
76651,0,76653,3452940,76660,6,76568,3,76660,1,
76751,0,76752,3452552,76758,11,76660,3,76758,1,
76851,5,76853,3452304,76873,22,76758,3,76873,1,
76956,5,76960,3452396,76978,13,76873,3,76978,1,
77008,5,77010,3452520,77031,8,76978,3,77033,1,
77109,5,77111,3452752,77129,8,77032,3,77130,1,
77210,5,77212,3452752,77230,6,77130,3,77231,1,
77311,5,77314,3452876,77334,7,77231,3,77334,1,
77414,5,77418,3452984,77445,6,77334,3,77446,1,
77514,5,77517,3453232,77534,19,77446,3,77534,1,
77614,5,77616,3452984,77629,21,77534,3,77630,1,
77717,0,77719,3453092,77734,7,77630,3,77735,1,
77818,0,77820,3453216,77840,9,77735,3,77841,1,
77919,0,77922,3453216,77945,7,77840,3,77947,1,
78020,0,78021,3453296,78037,12,77946,3,78037,1,
78123,0,78126,3453512,78152,10,78037,3,78153,1,
78224,0,78227,3453512,78245,6,78153,3,78246,1,
78326,0,78329,3453620,78348,7,78246,3,78348,1,
78426,0,78428,3453496,78447,5,78348,3,78448,1,
78527,0,78531,3453496,78550,6,78448,3,78551,1,
78628,0,78631,3453620,78650,4,78551,3,78650,1,
78730,0,78733,3453604,78751,3,78650,3,78753,1,
78834,0,78837,3453728,78857,8,78752,3,78857,1,
78933,0,78935,3451604,78949,25,78857,3,78953,1,
79035,0,79038,3451480,79055,17,78953,3,79055,1,
79135,0,79137,3451976,79144,20,79055,3,79144,1,
79236,0,79238,3452084,79252,18,79144,3,79253,1,
79338,0,79342,3452208,79361,19,79252,3,79361,1,
79441,0,79444,3452332,79461,5,79361,3,79462,1,
79541,0,79544,3452192,79563,4,79462,3,79564,1,
79642,0,79645,3452504,79668,9,79564,3,79669,1,
79743,0,79745,3454348,79765,23,79669,3,79766,1,
79843,0,79844,3466052,79853,43,79765,3,79854,1,
79943,0,79943,3460932,79948,87,79854,3,79948,1,
,,,,,,79948,3,,,
,,,,,,,,,,

System Statistics:
Sensor Id,Name,Type,Average
201,"Wi-Fi State",Wi-Fi State,3.0
204,"Screen State",Screen State,1.0
328,"Memory Usage",Memory Usage [KB],3407612.1157232705
401,"GPU Load",GPU Load [%],1.0528301886792453
601,"CPU Load (Normalized)",CPU Load [%],18.042767295597486


