App,Package,Start Time,Duration,Filename
"Airbnb",com.airbnb.android,"Feb 22, 2018 @ 04:55:21 PM","1 min 2 sec",""

Time  [ms],"GPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"Wi-Fi State",Time  [ms],"Screen State",
48161,3,48164,3447376,48181,11,48087,3,48181,1,
48262,3,48264,3448216,48277,10,48181,3,48277,1,
48364,3,48367,3449208,48387,6,48277,3,48389,1,
48465,3,48468,3449952,48489,5,48388,3,48489,1,
48567,3,48570,3450820,48589,7,48489,3,48590,1,
48668,3,48674,3451844,48701,6,48590,3,48701,1,
48769,3,48773,3452184,48796,9,48701,3,48797,1,
48870,3,48875,3452928,48895,7,48797,3,48895,1,
48969,3,48970,3453796,48977,24,48895,3,48977,1,
49070,3,49071,3469528,49077,39,48977,3,49077,1,
49171,3,49172,3460464,49190,76,49077,3,49190,1,
49271,3,49272,3453532,49276,84,49190,3,49276,1,
49371,3,49372,3451688,49375,37,49276,3,49375,1,
49473,3,49474,3454508,49486,25,49375,3,49486,1,
49573,3,49575,3459516,49585,25,49486,3,49585,1,
49675,3,49677,3460320,49692,50,49585,3,49693,1,
49775,3,49776,3453760,49780,76,49693,3,49781,1,
49875,3,49877,3455200,49885,31,49780,3,49886,1,
49976,0,49977,3458672,49986,27,49886,3,49987,1,
50076,0,50076,3455676,50080,59,49987,3,50081,1,
50177,0,50179,3456296,50187,14,50081,3,50187,1,
50279,0,50281,3456544,50289,7,50187,3,50289,1,
50380,0,50383,3457288,50401,6,50289,3,50402,1,
50481,0,50484,3457536,50507,9,50401,3,50507,1,
50582,0,50585,3458172,50609,10,50507,3,50609,1,
50684,0,50686,3458604,50706,9,50609,3,50706,1,
50786,0,50788,3459348,50806,8,50706,3,50807,1,
50887,0,50892,3460216,50924,7,50807,3,50925,1,
50989,0,50991,3450420,51001,19,50925,3,51002,1,
51089,0,51093,3451040,51101,7,51002,3,51102,1,
51190,0,51191,3452884,51201,25,51102,3,51202,1,
51289,0,51290,3459520,51297,73,51201,3,51298,1,
51390,0,51391,3452040,51399,85,51298,3,51410,1,
51490,4,51491,3449936,51496,73,51410,3,51497,1,
51591,4,51592,3449404,51598,43,51497,3,51598,1,
51693,4,51696,3449388,51704,13,51598,3,51705,1,
51793,0,51796,3449512,51817,6,51705,3,51818,1,
51893,0,51895,3449548,51909,27,51817,3,51909,1,
51994,0,51995,3449528,52002,31,51909,3,52003,1,
52095,0,52096,3449868,52102,34,52003,3,52102,1,
52199,0,52202,3449744,52219,10,52102,3,52220,1,
52297,0,52298,3450056,52306,26,52220,3,52306,1,
52400,0,52401,3450304,52406,16,52306,3,52406,1,
52500,0,52504,3450320,52518,30,52406,3,52519,1,
52603,0,52607,3450196,52626,10,52519,3,52626,1,
52704,0,52707,3450228,52728,10,52626,3,52729,1,
52804,0,52805,3450832,52815,30,52728,3,52816,1,
52904,0,52906,3451796,52913,26,52815,3,52913,1,
53005,0,53006,3452664,53012,25,52913,3,53013,1,
53106,0,53107,3452772,53116,17,53013,3,53117,1,
53207,0,53209,3453516,53220,14,53117,3,53220,1,
53309,0,53310,3453648,53320,15,53220,3,53320,1,
53412,0,53415,3453756,53436,4,53320,3,53436,1,
53513,0,53516,3453756,53539,6,53436,3,53539,1,
53616,0,53620,3454128,53640,6,53539,3,53641,1,
53718,0,53722,3454360,53747,5,53640,3,53747,1,
53820,0,53823,3454484,53841,7,53747,3,53841,1,
53920,0,53924,3454484,53943,10,53841,3,53943,1,
54021,0,54025,3454592,54046,8,53943,3,54047,1,
54122,0,54126,3454716,54147,5,54047,3,54147,1,
54224,0,54227,3454840,54246,12,54147,3,54246,1,
54324,0,54328,3454824,54354,8,54246,3,54355,1,
54426,0,54431,3454764,54468,8,54355,3,54469,1,
54526,0,54527,3450936,54535,33,54469,3,54535,1,
54627,0,54630,3452036,54645,12,54535,3,54646,1,
54728,0,54729,3451788,54735,20,54646,3,54735,1,
54829,7,54830,3453096,54845,40,54735,3,54845,1,
54929,0,54930,3453780,54934,54,54845,3,54934,1,
55030,0,55031,3458632,55042,50,54934,3,55042,1,
55130,0,55131,3453064,55136,45,55042,3,55136,1,
55232,0,55234,3452692,55243,9,55136,3,55243,1,
55334,0,55336,3452940,55363,12,55243,3,55363,1,
55434,0,55437,3452924,55458,11,55363,3,55459,1,
55536,0,55540,3452908,55564,9,55458,3,55564,1,
55636,0,55640,3452908,55647,13,55564,3,55648,1,
55738,0,55740,3452908,55748,17,55648,3,55749,1,
55838,0,55839,3453156,55845,30,55748,3,55846,1,
55941,0,55944,3453096,55961,8,55846,3,55962,1,
56043,0,56047,3453344,56070,7,55961,3,56070,1,
56144,0,56147,3453344,56162,12,56070,3,56163,1,
56245,0,56247,3453328,56263,17,56163,3,56263,1,
56346,0,56349,3453328,56368,14,56263,3,56369,1,
56447,0,56450,3452924,56460,13,56369,3,56461,1,
56549,0,56550,3470288,56559,34,56461,3,56560,1,
56599,0,56600,3471520,56608,71,56560,3,56609,1,
56750,0,56751,3413152,56754,42,56608,3,56755,1,
56853,0,56856,3413400,56875,5,56755,3,56876,1,
56902,0,56904,3413400,56911,21,56876,3,56911,1,
57004,0,57007,3413524,57022,8,56911,3,57022,1,
57157,0,57160,3413260,57180,4,57022,3,57180,1,
57259,0,57262,3413260,57285,6,57180,3,57285,1,
57309,0,57312,3413260,57323,18,57285,3,57323,1,
57412,0,57415,3413632,57437,8,57323,3,57438,1,
57514,0,57519,3413632,57537,7,57437,3,57537,1,
57614,0,57617,3413728,57637,6,57537,3,57639,1,
57715,0,57720,3414084,57739,9,57638,3,57739,1,
57816,0,57819,3413960,57840,6,57739,3,57840,1,
57917,0,57923,3413960,57944,6,57840,3,57945,1,
58022,0,58027,3414176,58047,5,57945,3,58048,1,
58122,0,58125,3414548,58142,10,58048,3,58142,1,
58226,0,58230,3414672,58256,6,58142,3,58257,1,
58324,0,58325,3414904,58334,26,58257,3,58335,1,
58426,0,58428,3413044,58436,22,58334,3,58436,1,
58528,0,58529,3413168,58535,4,58436,3,58536,1,
58630,0,58633,3413276,58652,5,58536,3,58653,1,
58732,0,58735,3413028,58753,6,58653,3,58754,1,
58834,0,58836,3413276,58855,7,58754,3,58856,1,
58935,0,58936,3413260,58946,7,58856,3,58946,1,
59038,0,59041,3413260,59061,4,58946,3,59061,1,
59142,0,59145,3413076,59163,7,59061,3,59163,1,
59243,0,59246,3413076,59262,9,59163,3,59263,1,
59347,0,59351,3413324,59371,9,59263,3,59372,1,
59449,0,59452,3413200,59477,4,59371,3,59479,1,
59549,0,59552,3409480,59573,9,59479,3,59574,1,
59649,0,59651,3409852,59664,7,59574,3,59665,1,
59750,0,59752,3409960,59764,7,59665,3,59765,1,
59853,0,59857,3410084,59879,6,59765,3,59880,1,
59958,0,59962,3409836,59981,11,59880,3,59982,1,
60059,0,60062,3410192,60081,8,59982,3,60081,1,
60163,0,60166,3410316,60188,7,60081,3,60188,1,
60262,0,60265,3410548,60281,7,60188,3,60281,1,
60362,0,60363,3410780,60375,13,60281,3,60376,1,
60466,0,60469,3410780,60489,7,60376,3,60490,1,
60567,0,60570,3411028,60590,5,60490,3,60591,1,
60668,0,60670,3411260,60690,5,60591,3,60691,1,
60767,0,60769,3411836,60781,6,60690,3,60781,1,
60870,0,60873,3411836,60903,10,60781,3,60903,1,
60970,0,60974,3411836,60993,8,60903,3,60995,1,
61072,0,61075,3412208,61095,4,60994,3,61096,1,
61173,0,61176,3412456,61196,6,61095,3,61197,1,
61274,0,61277,3412564,61298,3,61197,3,61299,1,
61375,0,61379,3412656,61403,7,61299,3,61404,1,
61476,0,61484,3412904,61506,6,61404,3,61507,1,
61577,0,61581,3412904,61602,9,61507,3,61602,1,
61680,0,61683,3413028,61701,4,61602,3,61701,1,
61779,0,61783,3413276,61805,7,61701,3,61806,1,
61883,0,61893,3413772,61920,8,61806,3,61920,1,
61984,0,61987,3413864,62003,10,61920,3,62003,1,
62086,0,62088,3413788,62102,28,62003,3,62103,1,
,,,,,,62103,3,,,
,,,,,,,,,,

System Statistics:
Sensor Id,Name,Type,Average
201,"Wi-Fi State",Wi-Fi State,3.0
204,"Screen State",Screen State,1.0
328,"Memory Usage",Memory Usage [KB],3417029.6828478966
401,"GPU Load",GPU Load [%],0.3640776699029126
601,"CPU Load (Normalized)",CPU Load [%],26.197411003236247


